Date,Token,Threshold,Gini Coefficient
2021-01-15,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,6.927550656129393e-06,0.940684640378585
2021-01-15,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,8.750421749906794e-06,0.9346805218258439
2021-01-15,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,1.105295141126022e-05,0.9252486371150546
2021-01-15,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,1.396135390856796e-05,0.9156627966364391
2021-01-15,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,1.763505472047139e-05,0.9072976774690219
2021-01-15,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,2.2275429519995566e-05,0.896231331069701
2021-01-15,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,2.8136842678706894e-05,0.8870688224991835
2021-01-15,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,3.554059037181068e-05,0.8775349717748273
2021-01-15,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,4.489251258218608e-05,0.8676027658843262
2021-01-15,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,5.6705239413811686e-05,0.8603109907595546
2021-01-15,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,7.162629115692791e-05,0.8486970564510063
2021-01-15,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,9.047357242349311e-05,0.8385794297598365
2021-01-15,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0.00011428020598100333,0.8237932716083581
2021-01-15,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0.00014435116387279175,0.8140682364164781
2021-01-15,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0.00018233480008684422,0.8024304285938041
2021-01-15,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0.00023031320587070007,0.7912164435186646
2021-01-15,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0.00029091634056238835,0.7845166073376556
2021-01-15,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0.0003674661940736688,0.7790539187384161
2021-01-15,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0.0004641588833612782,0.7090330907645498
2021-01-15,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0.0005862946645916415,0.693173310581396
2021-01-15,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0.0007405684692262443,0.6791617203249253
2021-01-15,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0.0009354368899026162,0.6643862635455015
2021-01-15,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0.001181581732618102,0.6479662568039652
2021-01-15,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0.0014924955450518322,0.6366876617007065
2021-01-15,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0.0018852212170408723,0.6197705633538347
2021-01-15,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0.0023812861947655867,0.5954647490179831
2021-01-15,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0.003007882518043102,0.5501177527946911
2021-01-15,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0.0037993573650394134,0.5354181088640811
2021-01-15,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0.004799095809323878,0.5313079219621236
2021-01-15,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0.006061898993497572,0.5022422641117296
2021-01-15,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0.007656988080124204,0.5022422641117296
2021-01-15,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0.009671798642975463,0.45319916328505105
2021-01-15,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0.012216773489967931,0.4115424612105619
2021-01-15,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0.015431416638680931,0.3599430132268917
2021-01-15,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0.019491940296028545,0.3599430132268917
2021-01-15,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0.024620924014946307,0.3237367632575482
2021-01-15,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0.031099515499402017,0.24799452485581727
2021-01-15,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0.03928284185071255,0.24799452485581727
2021-01-15,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0.04961947603002908,0.16369801445072252
2021-01-15,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0.06267602560047399,0.08644263824576562
2021-01-15,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0.07916819159263018,0.08644263824576562
2021-01-15,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0.1,0.025187704310440488
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0.0,0.9917985546539204
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,1e-08,0.9899441109005604
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,1.2631335639768367e-08,0.9898320189360915
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,1.595506400444829e-08,0.9897213482324733
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,2.0153376859417352e-08,0.989607061672791
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,2.545640673860415e-08,0.9894514897861352
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,3.215484176977702e-08,0.9892868871528142
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,4.0615859883769794e-08,0.9891380913371378
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,5.130325584897008e-08,0.9883281994094449
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,6.480286440412508e-08,0.9873028144418128
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,8.185467307069021e-08,0.9868584777684497
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,1.0339338492393995e-07,0.9864785956116903
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,1.3059965479060547e-07,0.985903182382308
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,1.6496480740980207e-07,0.9853785168560752
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,2.0837258511429578e-07,0.9847551972472659
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,2.6320240607048777e-07,0.9841255738772989
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,3.324597932270945e-07,0.9832608504694323
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,4.199411234979421e-07,0.9824895843403766
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,5.304417279843926e-07,0.9816942745811233
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,6.700187503509591e-07,0.9804567612571643
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,8.463231720621151e-07,0.9794846574305502
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,1.0690192046030011e-06,0.9783795544346146
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,1.3503140378698721e-06,0.9769949958657531
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,1.7056269831425285e-06,0.9755828246194139
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,2.1544346900318865e-06,0.974062291992899
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,2.7213387683753086e-06,0.9723374241632751
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,3.4374143372862393e-06,0.9701452508952759
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,4.341913422721453e-06,0.9682292193575572
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,5.484416576121026e-06,0.9663917203324931
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,6.927550656129393e-06,0.9638571280775388
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,8.750421749906794e-06,0.9616577292870842
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,1.105295141126022e-05,0.9591219255477536
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,1.396135390856796e-05,0.956328152090577
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,1.763505472047139e-05,0.9531578172904617
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,2.2275429519995566e-05,0.949773955331201
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,2.8136842678706894e-05,0.9462407977542117
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,3.554059037181068e-05,0.9415977412585627
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,4.489251258218608e-05,0.9374966526560078
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,5.6705239413811686e-05,0.9306889377695382
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,7.162629115692791e-05,0.9222717140209412
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,9.047357242349311e-05,0.9112505429033421
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0.00011428020598100333,0.9040844665262616
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0.00014435116387279175,0.8959286445646318
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0.00018233480008684422,0.88610292282341
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0.00023031320587070007,0.8751794743366551
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0.00029091634056238835,0.8673453383142781
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0.0003674661940736688,0.8567387626273713
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0.0004641588833612782,0.8495403761575586
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0.0005862946645916415,0.8274011422320817
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0.0007405684692262443,0.8127862020710597
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0.0009354368899026162,0.802767254283408
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0.001181581732618102,0.788412238937212
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0.0014924955450518322,0.7782973906864316
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0.0018852212170408723,0.7602947750449768
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0.0023812861947655867,0.7449495681869691
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0.003007882518043102,0.6952656108541401
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0.0037993573650394134,0.6779211284285825
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0.004799095809323878,0.6309300267166698
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0.006061898993497572,0.6149923880271033
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0.007656988080124204,0.5526728508538452
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0.009671798642975463,0.44111180398514643
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0.012216773489967931,0.44111180398514643
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0.015431416638680931,0.19609603346435017
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0.019491940296028545,0.19609603346435017
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0.024620924014946307,0.19609603346435017
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0.031099515499402017,0.19609603346435017
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0.03928284185071255,0.19609603346435017
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0.04961947603002908,0.19609603346435017
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0.06267602560047399,0.0857249744388031
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0.07916819159263018,0.0857249744388031
2021-01-15,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0.1,0.0857249744388031
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,0.0,0.9801063913800907
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,1e-08,0.9768694922240715
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,1.2631335639768367e-08,0.9766276224077104
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,1.595506400444829e-08,0.9763091734042135
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,2.0153376859417352e-08,0.9760920503051379
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,2.545640673860415e-08,0.9755315447122701
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,3.215484176977702e-08,0.975024124695983
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,4.0615859883769794e-08,0.9745369127825033
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,5.130325584897008e-08,0.9738134720711443
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,6.480286440412508e-08,0.9733231657936402
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,8.185467307069021e-08,0.9723834748405844
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,1.0339338492393995e-07,0.971323276898501
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,1.3059965479060547e-07,0.9697768754940488
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,1.6496480740980207e-07,0.9686293172046685
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,2.0837258511429578e-07,0.9667709582213748
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,2.6320240607048777e-07,0.9630148399728137
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,3.324597932270945e-07,0.9604032870214855
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,4.199411234979421e-07,0.9585217329637836
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,5.304417279843926e-07,0.9546949140502907
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,6.700187503509591e-07,0.9481058322953103
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,8.463231720621151e-07,0.9425974697646409
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,1.0690192046030011e-06,0.9357766414009622
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,1.3503140378698721e-06,0.9271043576766466
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,1.7056269831425285e-06,0.9224052552613954
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,2.1544346900318865e-06,0.9119168082389474
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,2.7213387683753086e-06,0.8981311930680796
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,3.4374143372862393e-06,0.8910150663824623
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,4.341913422721453e-06,0.8828357749760444
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,5.484416576121026e-06,0.8608802505015962
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,6.927550656129393e-06,0.8516009528632859
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,8.750421749906794e-06,0.8342155318863098
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,1.105295141126022e-05,0.8208493623095121
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,1.396135390856796e-05,0.8121995467167875
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,1.763505472047139e-05,0.8026857005108721
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,2.2275429519995566e-05,0.7975638244866483
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,2.8136842678706894e-05,0.7975638244866483
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,3.554059037181068e-05,0.7894213608008328
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,4.489251258218608e-05,0.7865687415002365
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,5.6705239413811686e-05,0.7711156540459393
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,7.162629115692791e-05,0.7677507337854664
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,9.047357242349311e-05,0.7643188815999071
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,0.00011428020598100333,0.7571971263407413
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,0.00014435116387279175,0.7571971263407413
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,0.00018233480008684422,0.7459866072509913
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,0.00023031320587070007,0.70989577789266
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,0.00029091634056238835,0.7046069004150465
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,0.0003674661940736688,0.6877513164424868
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,0.0004641588833612782,0.6755571608830822
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,0.0005862946645916415,0.6556088456857311
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,0.0007405684692262443,0.6556088456857311
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,0.0009354368899026162,0.6556088456857311
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,0.001181581732618102,0.6490940231448392
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,0.0014924955450518322,0.6490940231448392
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,0.0018852212170408723,0.6490940231448392
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,0.0023812861947655867,0.6200996524610511
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,0.003007882518043102,0.6200996524610511
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,0.0037993573650394134,0.6200996524610511
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,0.004799095809323878,0.6173873361916765
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,0.006061898993497572,0.5521444052828056
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,0.007656988080124204,0.528275714031031
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,0.009671798642975463,0.528275714031031
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,0.012216773489967931,0.49462300130067927
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,0.015431416638680931,0.4840086068327921
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,0.019491940296028545,0.47471494290573174
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,0.024620924014946307,0.43140780013089913
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,0.031099515499402017,0.39856574549079493
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,0.03928284185071255,0.39856574549079493
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,0.04961947603002908,0.39856574549079493
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,0.06267602560047399,0.0
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,0.07916819159263018,0.0
2021-01-15,0x5a98fcbea516cf06857215779fd812ca3bef1b32,0.1,0.0
2021-01-15,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,0.0,0.9956445947845499
2021-01-15,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,1e-08,0.9897672765238238
2021-01-15,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,1.2631335639768367e-08,0.9869372393168699
2021-01-15,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,1.595506400444829e-08,0.9866988830661488
2021-01-15,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,2.0153376859417352e-08,0.9862323596321744
2021-01-15,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,2.545640673860415e-08,0.9858819805025584
2021-01-15,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,3.215484176977702e-08,0.9854948580613653
2021-01-15,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,4.0615859883769794e-08,0.9850851717820688
2021-01-15,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,5.130325584897008e-08,0.9846254029149526
2021-01-15,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,6.480286440412508e-08,0.9841083394310536
2021-01-15,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,8.185467307069021e-08,0.9835468823474262
2021-01-15,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,1.0339338492393995e-07,0.9826447760015048
2021-01-15,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,1.3059965479060547e-07,0.9819211673876813
2021-01-15,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,1.6496480740980207e-07,0.9811547760476017
2021-01-15,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,2.0837258511429578e-07,0.9802006258713704
2021-01-15,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,2.6320240607048777e-07,0.9792750001778127
2021-01-15,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,3.324597932270945e-07,0.9783232799946006
2021-01-15,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,4.199411234979421e-07,0.977253072426399
2021-01-15,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,5.304417279843926e-07,0.9757904905923022
2021-01-15,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,6.700187503509591e-07,0.974489195837499
2021-01-15,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,8.463231720621151e-07,0.9732656317285918
2021-01-15,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,1.0690192046030011e-06,0.9678740479313682
2021-01-15,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,1.3503140378698721e-06,0.9649172644286291
2021-01-15,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,1.7056269831425285e-06,0.962149016339587
2021-01-15,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,2.1544346900318865e-06,0.9563241477206551
2021-01-15,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,2.7213387683753086e-06,0.9525793103796951
2021-01-15,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,3.4374143372862393e-06,0.947094134608987
2021-01-15,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,4.341913422721453e-06,0.9418832935225468
2021-01-15,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,5.484416576121026e-06,0.9346368631264516
2021-01-15,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,6.927550656129393e-06,0.9284475420182858
2021-01-15,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,8.750421749906794e-06,0.922465097563373
2021-01-15,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,1.105295141126022e-05,0.9115766274863306
2021-01-15,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,1.396135390856796e-05,0.9047283917160152
