hex(pair_address),protocol_name,chain_name,hex(token0_address),token0_name,hex(token1_address),token1_name
260FD50DA14CB406903AA3C53B1E4535A0E07637,crodefiswap,eth_mainnet,514910771AF9CA656AF840DFF83E8264ECF986CA,ChainLink Token,C00E94CB662C3520282E6F5717214004A7F26888,Compound
A3603484EBFA1675778CE2DE02C0CE96678A4F34,crodefiswap,eth_mainnet,2260FAC5E5542A773AA44FBCFEDF7C193BC2C599,Wrapped BTC,7FC66500C84A76AD7E9C93437BFC5AC33E2DDAE9,Aave Token
3F249C94EA015A512EF9D31059E8FA1D21511B33,crodefiswap,eth_mainnet,A0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,USD Coin,C00E94CB662C3520282E6F5717214004A7F26888,Compound
7496D62BFF797D6C39747D2C42156665181DF23E,crodefiswap,eth_mainnet,1F9840A85D5AF5BF1D1762F925BDADDC4201F984,Uniswap,DAC17F958D2EE523A2206206994597C13D831EC7,Tether USD
BF58A4077C71B5699BD19287EB76BEABA5361BBF,linkswap,eth_mainnet,C02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,Wrapped Ether,D533A949740BB3306D119CC777FA900BA034CD52,Curve DAO Token
9D7D2E2C67EF21A0D3EE5B309D417D0FF601392F,miniswap,eth_mainnet,1F9840A85D5AF5BF1D1762F925BDADDC4201F984,Uniswap,C02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,Wrapped Ether
E2CA82F662FD7EADEC92541AF83456BAE88DC166,miniswap,eth_mainnet,0BC529C00C6401AEF6D220BE8C6EA1667F6AD93E,yearn.finance,C02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,Wrapped Ether
A425833329FA3A1F722230EB0999160B917E4CE9,sakeswap,eth_mainnet,6B3595068778DD592E39A122F4F5A5CF09C90FE2,SushiToken,C02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,Wrapped Ether
83970B5570E4CB5FC5E21EF9B9F3C4F8A129C2F2,sakeswap,eth_mainnet,066798D9EF0833CCC719076DAB77199ECBD178B0,SakeToken,1F9840A85D5AF5BF1D1762F925BDADDC4201F984,Uniswap
89BA27E73C929EBEF87C9FF4B43052012EA838D9,sakeswap,eth_mainnet,0BC529C00C6401AEF6D220BE8C6EA1667F6AD93E,yearn.finance,C02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,Wrapped Ether
C134922A5D9117DBB97904B61FCBE04B803B5C50,sakeswap,eth_mainnet,C00E94CB662C3520282E6F5717214004A7F26888,Compound,C02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,Wrapped Ether
9D406C4067A53F65DE1A8A9273D55BFEA5870A75,shibaswap,eth_mainnet,1F9840A85D5AF5BF1D1762F925BDADDC4201F984,Uniswap,C02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,Wrapped Ether
459CBB9D21059A963AF259EFBA67E179F5C9B87B,shibaswap,eth_mainnet,C02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,Wrapped Ether,D533A949740BB3306D119CC777FA900BA034CD52,Curve DAO Token
6CBEFA95E42960E579C2A3058C05C6A08E2498E9,shibaswap,eth_mainnet,6B3595068778DD592E39A122F4F5A5CF09C90FE2,SushiToken,C02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,Wrapped Ether
A808EE750C59566B32FEFA225B28D12BF5B1CA53,shibaswap,eth_mainnet,1F9840A85D5AF5BF1D1762F925BDADDC4201F984,Uniswap,95AD61B0A150D79219DCF64E1E6CC01F0B64C4CE,SHIBA INU
D94E796CF6D4B3A0AD3A3DBDFB9E30036EC1CB4A,shibaswap,eth_mainnet,C00E94CB662C3520282E6F5717214004A7F26888,Compound,C02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,Wrapped Ether
A1B75EB7033CFCBB41EB10E4E084AFE16D6A14E2,shibaswap,eth_mainnet,7FC66500C84A76AD7E9C93437BFC5AC33E2DDAE9,Aave Token,95AD61B0A150D79219DCF64E1E6CC01F0B64C4CE,SHIBA INU
81825970226240C03BEE73DEA1911BFEE104C903,shibaswap,eth_mainnet,7FC66500C84A76AD7E9C93437BFC5AC33E2DDAE9,Aave Token,C02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,Wrapped Ether
58E96CED95E5FE9F8636F0D073673B0373AD68A8,shibaswap,eth_mainnet,95AD61B0A150D79219DCF64E1E6CC01F0B64C4CE,SHIBA INU,C00E94CB662C3520282E6F5717214004A7F26888,Compound
FABA1C07D50FE4BAF3BF725D9FC004C4ECB0ECFA,shibaswap,eth_mainnet,7D1AFA7B718FB893DB30A3ABC0CFC608AACFEBB0,Matic Token,7FC66500C84A76AD7E9C93437BFC5AC33E2DDAE9,Aave Token
98D0883E4032408265E21EF193A33FA51C7D67D7,pancakeswap,bsc_mainnet,0E09FABB73BD3ADE0A17ECC321FD13A19E81CE82,PancakeSwap Token,111111111117DC0AA78B770FA6A738034120C302,1INCH Token
498521CC1E99F95B35C7A2A25C9B143A4BCFD8DC,uniswap,eth_kovan,1596E3A6476682CFBBDAA77E620B8674200DB65F,,1F9840A85D5AF5BF1D1762F925BDADDC4201F984,Uniswap
0049F67955D8334DC5207368BDCC49332CB5F4B3,uniswap,eth_kovan,07DE306FF27A2B630B1141956844EB1552B956B5,Tether USD,1F9840A85D5AF5BF1D1762F925BDADDC4201F984,Uniswap
C558F600B34A5F69DD2F0D06CB8A88D829B7420A,sushiswap,eth_mainnet,5A98FCBEA516CF06857215779FD812CA3BEF1B32,Lido DAO Token,C02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,Wrapped Ether
E12AF1218B4E9272E9628D7C7DC6354D137D024E,sushiswap,eth_mainnet,1A4B46696B2BB4794EB3D4C26F1C55F9170FA4C5,BitDAO,C02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,Wrapped Ether
795065DCC9F64B5614C407A6EFDC400DA6221FB0,sushiswap,eth_mainnet,6B3595068778DD592E39A122F4F5A5CF09C90FE2,SushiToken,C02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,Wrapped Ether
05767D9EF41DC40689678FFCA0608878FB3DE906,sushiswap,eth_mainnet,4E3FBD56CD56C3E72C1403E103B45DB9DA5B9D2B,Convex Token,C02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,Wrapped Ether
58DC5A51FE44589BEB22E8CE67720B5BC5378009,sushiswap,eth_mainnet,C02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,Wrapped Ether,D533A949740BB3306D119CC777FA900BA034CD52,Curve DAO Token
E06F8D30AC334C857FC8C380C85969C150F38A6A,sushiswap,eth_mainnet,6B3595068778DD592E39A122F4F5A5CF09C90FE2,SushiToken,853D955ACEF822DB058EB8505911ED77F175B99E,Frax
61EB53EE427AB4E007D78A9134AACB3101A2DC23,sushiswap,eth_mainnet,3432B6A60D23CA0DFCA7761B7AB56459D9C964D0,Frax Share,C02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,Wrapped Ether
BA13AFECDA9BEB75DE5C56BBAF696B880A5A50DD,sushiswap,eth_mainnet,9F8F72AA9304C8B593D555F12EF6589CC3A579A2,,C02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,Wrapped Ether
96306D30112FB1F307109F58B674CC855FD037C7,sushiswap,eth_mainnet,1559FA1B8F28238FD5D76D9F434AD86FD20D1559,Eden,6B3595068778DD592E39A122F4F5A5CF09C90FE2,SushiToken
088EE5007C98A9677165D78DD2109AE4A3D04D0C,sushiswap,eth_mainnet,0BC529C00C6401AEF6D220BE8C6EA1667F6AD93E,yearn.finance,C02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,Wrapped Ether
31503DCB60119A812FEE820BB7042752019F2355,sushiswap,eth_mainnet,C00E94CB662C3520282E6F5717214004A7F26888,Compound,C02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,Wrapped Ether
DAFD66636E2561B0284EDDE37E42D192F2844D40,sushiswap,eth_mainnet,1F9840A85D5AF5BF1D1762F925BDADDC4201F984,Uniswap,C02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,Wrapped Ether
6496DA23DE48DB0DCECA14FA8DC5AE44CDAF8EBE,sushiswap,eth_mainnet,2E9D63788249371F1DFC918A52F8D799F4A38C94,Tokemak,6B3595068778DD592E39A122F4F5A5CF09C90FE2,SushiToken
D75EA151A61D06868E31F8988D28DFE5E9DF57B4,sushiswap,eth_mainnet,7FC66500C84A76AD7E9C93437BFC5AC33E2DDAE9,Aave Token,C02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,Wrapped Ether
33F6DDAEA2A8A54062E021873BCAEE006CDF4007,sushiswap,eth_mainnet,62B9C7356A2DC64A1969E19C23E4F579F9810AA7,Convex CRV,D533A949740BB3306D119CC777FA900BA034CD52,Curve DAO Token
C218001E3D102E3D1DE9BF2C0F7D9626D76C6F30,sushiswap,eth_mainnet,3432B6A60D23CA0DFCA7761B7AB56459D9C964D0,Frax Share,853D955ACEF822DB058EB8505911ED77F175B99E,Frax
604ECAFDED35156260C0CA8EB58B1284DA0C6D4D,sushiswap,eth_mainnet,7FC66500C84A76AD7E9C93437BFC5AC33E2DDAE9,Aave Token,D46BA6D942050D489DBD938A2C909A5D5039A161,Ampleforth
BA87DC891945DBB3CAEEAF822DE208D7EA89B298,sushiswap,eth_mainnet,6B3595068778DD592E39A122F4F5A5CF09C90FE2,SushiToken,A0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,USD Coin
E4EBD836832F1A8A81641111A5B081A2F90B9430,sushiswap,eth_mainnet,92D6C1E31E14520E676A687F0A93788B716BEFF5,dYdX,C02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,Wrapped Ether
C1BC83F254DFEC615679017C6405DB8118A6BAEE,sushiswap,eth_mainnet,25F8087EAD173B73D6E8B84329989A8EEA16CF73,Yield Guild Games Token,6B3595068778DD592E39A122F4F5A5CF09C90FE2,SushiToken
86F518368E0D49D5916E2BD9EB162E9952B7B04D,sushiswap,eth_mainnet,111111111117DC0AA78B770FA6A738034120C302,1INCH Token,C02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,Wrapped Ether
79E0D4858AF8071349469B6589A3C23C1FE1586E,sushiswap,eth_mainnet,1CEB5CB57C4D4E2B2433641B95DD330A33185A44,Keep3rV1,5A98FCBEA516CF06857215779FD812CA3BEF1B32,Lido DAO Token
CB556442104340490ECBF6AF44909F59D4E7E509,sushiswap,eth_mainnet,1F9840A85D5AF5BF1D1762F925BDADDC4201F984,Uniswap,85034B3B2E292493D029443455CC62AB669573B3,88mph Compound UNI Zero Coupon Bond -- Series February 2022
C416BE7D09818ABFE2713090C81FE8F3F7EEB553,fraxswap,eth_mainnet,11EBE21E9D7BF541A18E1E3AC94939018CE88F0B,Pitch FXS,3432B6A60D23CA0DFCA7761B7AB56459D9C964D0,Frax Share
8206412C107EF1ADB70B9277974F5163760E128E,fraxswap,eth_mainnet,3432B6A60D23CA0DFCA7761B7AB56459D9C964D0,Frax Share,853D955ACEF822DB058EB8505911ED77F175B99E,Frax
6CEDA4EC55234B76F751DAB43D7FD00A58C54D3A,shibaswap,eth_mainnet,111111111117DC0AA78B770FA6A738034120C302,1INCH Token,C02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,Wrapped Ether
806869CFFD765D2B3E2A01D043DB5B93E668D24A,sushiswap,eth_mainnet,6B3595068778DD592E39A122F4F5A5CF09C90FE2,SushiToken,E90AB0C4D0C3D971513C7852E5F67EC413E747C4,Doc USE THIS ART
C599F66E20A8420894D980624671937D5D7E4EA5,sushiswap,eth_mainnet,374CB8C27130E2C9E04F44303F3C8351B9DE61C1,BaoToken,6B3595068778DD592E39A122F4F5A5CF09C90FE2,SushiToken
E1B659B2D8AE3138DDAF6E2C2182E176093ABE3E,sushiswap,eth_mainnet,155CD154B4C3AFC2719601B617E52526A520D301,Narfex,6B3595068778DD592E39A122F4F5A5CF09C90FE2,SushiToken
A25F8C63DB066713B92F922D1D9D1A32065A1A7E,sushiswap,eth_mainnet,3432B6A60D23CA0DFCA7761B7AB56459D9C964D0,Frax Share,6B3595068778DD592E39A122F4F5A5CF09C90FE2,SushiToken
E1573B9D29E2183B1AF0E743DC2754979A40D237,uniswap,eth_mainnet,3432B6A60D23CA0DFCA7761B7AB56459D9C964D0,Frax Share,853D955ACEF822DB058EB8505911ED77F175B99E,Frax
C2ADDA861F89BBB333C90C492CB837741916A225,uniswap,eth_mainnet,9F8F72AA9304C8B593D555F12EF6589CC3A579A2,,C02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,Wrapped Ether
D3D2E2692501A5C9CA623199D38826E513033A17,uniswap,eth_mainnet,1F9840A85D5AF5BF1D1762F925BDADDC4201F984,Uniswap,C02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,Wrapped Ether
3DA1313AE46132A397D90D95B1424A9A7E3E0FCE,uniswap,eth_mainnet,C02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,Wrapped Ether,D533A949740BB3306D119CC777FA900BA034CD52,Curve DAO Token
DFC14D2AF169B0D36C4EFF567ADA9B2E0CAE044F,uniswap,eth_mainnet,7FC66500C84A76AD7E9C93437BFC5AC33E2DDAE9,Aave Token,C02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,Wrapped Ether
1F78661CDD95DB4A9473A5E158AB8AFBB94E0F6A,uniswap,eth_mainnet,1F9840A85D5AF5BF1D1762F925BDADDC4201F984,Uniswap,8B79656FC38A04044E495E22FAD747126CA305C4,AgaveCoin
9BFFA3CE3E56D0D26447A45771FEC76BD4173022,sushiswap,eth_mainnet,BA100000625A3754423978A60C9317C58A424E3D,Balancer,C02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,Wrapped Ether
7EE3BE9A82F051401CA028DB1825AC2640884D0A,sushiswap,eth_mainnet,6B175474E89094C44DA98B954EEDEAC495271D0F,Dai Stablecoin,6B3595068778DD592E39A122F4F5A5CF09C90FE2,SushiToken
0CD198A5F6CC84CA8499DD97A6C1A1C4B4A12DA1,sushiswap,eth_mainnet,6B3595068778DD592E39A122F4F5A5CF09C90FE2,SushiToken,767FE9EDC9E0DF98E07454847909B5E959D7CA0E,Illuvium
680A025DA7B1BE2C204D7745E809919BCE074026,sushiswap,eth_mainnet,6B3595068778DD592E39A122F4F5A5CF09C90FE2,SushiToken,DAC17F958D2EE523A2206206994597C13D831EC7,Tether USD
2299A1A18DC8544DE366C52A65BE739CAFB4DCBD,sushiswap,eth_mainnet,6B3595068778DD592E39A122F4F5A5CF09C90FE2,SushiToken,749B964F3DD571B177FC6E415A07F62B05047DA4,Bad Trip
321198908BD33B066252D63D363667E3F7094A34,sushiswap,eth_mainnet,6B3595068778DD592E39A122F4F5A5CF09C90FE2,SushiToken,8798249C2E607446EFB7AD49EC89DD1865FF4272,SushiBar
41CA2D9CF874AF557B0D75FA9C78F0131C7F345C,sushiswap,eth_mainnet,0BC529C00C6401AEF6D220BE8C6EA1667F6AD93E,yearn.finance,BCDA9E0658F4EECF56A0BD099E6DBC0C91F6A8C2,SushiswapV2 IL Protection
7A2FEAFED3B16B86420DC2F0E635CFC709CEB9C3,sushiswap,eth_mainnet,6B3595068778DD592E39A122F4F5A5CF09C90FE2,SushiToken,7D1AFA7B718FB893DB30A3ABC0CFC608AACFEBB0,Matic Token
454F11D58E27858926D7A4ECE8BFEA2C33E97B13,uniswap,eth_mainnet,5A98FCBEA516CF06857215779FD812CA3BEF1B32,Lido DAO Token,C02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,Wrapped Ether
A70D458A4D9BC0E6571565FAEE18A48DA5C0D593,uniswap,eth_mainnet,BA100000625A3754423978A60C9317C58A424E3D,Balancer,C02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,Wrapped Ether
B35FA40927BA34E2177DD8B964EC92FE204AE1E8,uniswap,eth_mainnet,1F9840A85D5AF5BF1D1762F925BDADDC4201F984,Uniswap,71AB77B7DBB4FA7E017BC15090B2163221420282,Highstreet token
23BFF8CA20AAC06EFDF23CEE3B8AE296A30DFD27,uniswap,eth_mainnet,0D438F3B5175BEBC262BF23753C1E53D03432BDE,Wrapped NXM,C02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,Wrapped Ether
2336CAA76EB0C28597C691679988A5BCF5806E11,uniswap,eth_mainnet,1F9840A85D5AF5BF1D1762F925BDADDC4201F984,Uniswap,668DBF100635F593A3847C0BDAF21F0A09380188,bns.finance
3CFE0301ADE738634CE61388F6524CF8C485F46C,uniswap,eth_mainnet,C02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,Wrapped Ether,C0C293CE456FF0ED870ADD98A0828DD4D2903DBF,Aura
17708DB79926D44CB7ADADD7B5B70C6250E86749,sushiswap,eth_mainnet,010EBEA9AF6CE644D56C6808AE324AE9476BB11D,SushiswapV2 IL Protection V2,0BC529C00C6401AEF6D220BE8C6EA1667F6AD93E,yearn.finance
ECBA967D84FCF0405F6B32BC45F4D36BFDBB2E81,uniswap,eth_mainnet,3432B6A60D23CA0DFCA7761B7AB56459D9C964D0,Frax Share,C02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,Wrapped Ether
517F9DD285E75B599234F7221227339478D0FCC8,uniswap,eth_mainnet,6B175474E89094C44DA98B954EEDEAC495271D0F,Dai Stablecoin,9F8F72AA9304C8B593D555F12EF6589CC3A579A2,
38E12FDD8DC51E48830863151E1AFA7799E6FE97,uniswap,eth_mainnet,6B175474E89094C44DA98B954EEDEAC495271D0F,Dai Stablecoin,7FC66500C84A76AD7E9C93437BFC5AC33E2DDAE9,Aave Token
CE84867C3C02B05DC570D0135103D3FB9CC19433,uniswap,eth_mainnet,6B3595068778DD592E39A122F4F5A5CF09C90FE2,SushiToken,C02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,Wrapped Ether
F660809B6D2D34CC43F620A9B22A40895365A5F8,uniswap,eth_mainnet,92D6C1E31E14520E676A687F0A93788B716BEFF5,dYdX,C02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,Wrapped Ether
2FDBADF3C4D5A8666BC06645B8358AB803996E28,uniswap,eth_mainnet,0BC529C00C6401AEF6D220BE8C6EA1667F6AD93E,yearn.finance,C02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,Wrapped Ether
9B2662DC8B80B0FE79310AD316B943CB5BB15E8B,uniswap,eth_mainnet,1F9840A85D5AF5BF1D1762F925BDADDC4201F984,Uniswap,514910771AF9CA656AF840DFF83E8264ECF986CA,ChainLink Token
CFFDDED873554F362AC02F8FB1F02E5ADA10516F,uniswap,eth_mainnet,C00E94CB662C3520282E6F5717214004A7F26888,Compound,C02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,Wrapped Ether
065A489B2DA5D239407C04F5BC8CF67E0F1DF40F,uniswap,eth_mainnet,1F9840A85D5AF5BF1D1762F925BDADDC4201F984,Uniswap,ED0439EACF4C4965AE4613D77A5C2EFE10E5F183,shroom.finance
26AAD2DA94C59524AC0D93F6D6CBF9071D7086F2,uniswap,eth_mainnet,111111111117DC0AA78B770FA6A738034120C302,1INCH Token,C02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,Wrapped Ether
5AC13261C181A9C3938BFE1B649E65D10F98566B,uniswap,eth_mainnet,1F9840A85D5AF5BF1D1762F925BDADDC4201F984,Uniswap,DAC17F958D2EE523A2206206994597C13D831EC7,Tether USD
EBFB684DD2B01E698CA6C14F10E4F289934A54D6,uniswap,eth_mainnet,1F9840A85D5AF5BF1D1762F925BDADDC4201F984,Uniswap,A0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,USD Coin
70EA56E46266F0137BAC6B75710E3546F47C855D,uniswap,eth_mainnet,B4EFD85C19999D84251304BDA99E90B92300BD93,Rocket Pool,C02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,Wrapped Ether
D88225C73947CE0356FF6CD776CFEE23CC7019F1,uniswap,eth_mainnet,2B95A1DCC3D405535F9ED33C219AB38E8D7E0884,Aladdin cvxCRV,D533A949740BB3306D119CC777FA900BA034CD52,Curve DAO Token
D59C7EE3BD7F9ACF17BFA5BAD059AE2EC4EEE8F6,sushiswap,eth_mainnet,92D6C1E31E14520E676A687F0A93788B716BEFF5,dYdX,A0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,USD Coin
394C9CDC6D6564AE171B440164C8CE56837AF22C,crodefiswap,eth_mainnet,9F8F72AA9304C8B593D555F12EF6589CC3A579A2,,A0B73E1FF0B80914AB6FE0444E65848C4C34450B,CRO
B9833E3002C3A62593329C9D3A4AD71E8A749319,sushiswap,eth_mainnet,5CAF454BA92E6F2C929DF14667EE360ED9FD5B26,Dev,6B3595068778DD592E39A122F4F5A5CF09C90FE2,SushiToken
D9CEDC999BE891D7FC65996C708FD827959F4C8A,sushiswap,eth_mainnet,1F9840A85D5AF5BF1D1762F925BDADDC4201F984,Uniswap,6B175474E89094C44DA98B954EEDEAC495271D0F,Dai Stablecoin
747C9884D29474FE4334C477EBFD25F8A6F5B90D,sushiswap,eth_mainnet,6B175474E89094C44DA98B954EEDEAC495271D0F,Dai Stablecoin,D533A949740BB3306D119CC777FA900BA034CD52,Curve DAO Token
B8B3662413D35A3F2CD1EBE069873F69CE5CFA8B,sushiswap,eth_mainnet,1F9840A85D5AF5BF1D1762F925BDADDC4201F984,Uniswap,6B3595068778DD592E39A122F4F5A5CF09C90FE2,SushiToken
6E04A3DEB92463241983121FE278F7492AAAD697,uniswap,eth_mainnet,6F40D4A6237C257FFF2DB00FA0510DEEECD303EB,Instadapp,C02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,Wrapped Ether
7296B9DCA75A75944D897317E2E1D0D2CA2D99BD,sushiswap,eth_mainnet,B4EFD85C19999D84251304BDA99E90B92300BD93,Rocket Pool,C02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,Wrapped Ether
F15E21E1C90F851B735778C001AA22A635BF9DBC,sushiswap,eth_mainnet,9F8F72AA9304C8B593D555F12EF6589CC3A579A2,,BCDA9E0658F4EECF56A0BD099E6DBC0C91F6A8C2,SushiswapV2 IL Protection
BD68D831E04479FB8293B862C3BB091A4DCDAD3F,sushiswap,eth_mainnet,0BC529C00C6401AEF6D220BE8C6EA1667F6AD93E,yearn.finance,3155BA85D5F96B2D030A4966AF206230E46849CB,THORChain ETH.RUNE
513D5F1DF52EB1B70FFE6B89F3685920FC6C5D89,sushiswap,eth_mainnet,3155BA85D5F96B2D030A4966AF206230E46849CB,THORChain ETH.RUNE,6B3595068778DD592E39A122F4F5A5CF09C90FE2,SushiToken
F5FBC6CA5C677F1C977ED3A064B9DDA14C5E241B,sushiswap,eth_mainnet,0BC529C00C6401AEF6D220BE8C6EA1667F6AD93E,yearn.finance,DAC17F958D2EE523A2206206994597C13D831EC7,Tether USD
0780B42B3C4CAF41933CFC0040D2853363DE20A7,sushiswap,eth_mainnet,0BC529C00C6401AEF6D220BE8C6EA1667F6AD93E,yearn.finance,D0660CD418A64A1D44E9214AD8E459324D8157F1,Woofy
F00E80F0DE9AEA0B33AA229A4014572777E422EE,uniswap,eth_mainnet,1F9840A85D5AF5BF1D1762F925BDADDC4201F984,Uniswap,6B175474E89094C44DA98B954EEDEAC495271D0F,Dai Stablecoin
139B6A7C65D40A71E7281223FFCFCA9446C1A816,uniswap,eth_mainnet,7FC66500C84A76AD7E9C93437BFC5AC33E2DDAE9,Aave Token,8E870D67F660D95D5BE530380D0EC0BD388289E1,Paxos Standard
83C72BF7C69795B53497DB3D214B4E42362F1B5E,uniswap,eth_mainnet,1F9840A85D5AF5BF1D1762F925BDADDC4201F984,Uniswap,C00E94CB662C3520282E6F5717214004A7F26888,Compound
26051642FF36D6793BE83671C4F61C3C4CBA76FB,uniswap,eth_mainnet,6B3595068778DD592E39A122F4F5A5CF09C90FE2,SushiToken,F0939011A9BB95C3B791F0CB546377ED2693A574,Zero.Exchange Token
C6B75AACE893E832D52F744631EE394842174D0E,uniswap,eth_mainnet,1F9840A85D5AF5BF1D1762F925BDADDC4201F984,Uniswap,3E3CDA3218212503883C79F6D2FEEF29E6BBB87D,GpyxToken
317A32850469481A5BBED718625F7A29BBCF6803,uniswap,eth_mainnet,1F9840A85D5AF5BF1D1762F925BDADDC4201F984,Uniswap,697EF32B4A3F5A4C39DE1CB7563F24CA7BFC5947,Insula
